ID-Produto,Produto,Categoria,Segmento,Fabricante,Loja,Cidade,Estado,Vendedor,ID-Vendedor,Data Venda,ValorVenda,pre�o Custo,,
SKU-0000228,Micro-Ondas,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Marcos Paulo,1002,24/08/19,800,18,504,11
SKU-0000019,Lavadora 11 Kg,Eletrodomestico,Dom�stico,Electrolux,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,25/08/19,942,82,593,98
SKU-0000024,Lavadora 11 Kg,Eletrodomestico,Dom�stico,Electrolux,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,26/08/19,931,29,586,71
SKU-0000126,Secadora Vapor,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Andr� Pereira,1002,26/08/19,1034,86,651,96
SKU-0000136,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Andr� Pereira,1002,27/08/19,1454,94,916,61
SKU-0000029,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,27/08/19,1456,26,917,44
SKU-0000146,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Andr� Pereira,1002,28/08/19,1450,22,913,64
SKU-0000035,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,28/08/19,1456,26,917,44
SKU-0000156,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Andr� Pereira,1002,29/08/19,1519,84,957,5
SKU-0000004,Lavadora 11 Kg,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,29/08/19,903,8,568,94
SKU-0000169,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Andr� Pereira,1002,30/08/19,1518,66,956,76
SKU-0000064,Micro-Ondas,Eletrodomestico,Industrial,Consul,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,01/09/19,541,62,341,22
SKU-0000009,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,02/09/19,1534,966,42,
SKU-0000014,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,03/09/19,1404,2,884,65
SKU-0000079,Grill,Eletrodomestico,Dom�stico,Panasonic,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,04/09/19,145,14,91,44
SKU-0000087,Forno-Micro-Ondas,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,05/09/19,145,14,91,44
SKU-0000185,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Andr� Pereira,1002,06/09/19,1519,84,957,5
SKU-0000097,Ar Condicionado,Eletrodomestico,Industrial,Samsung,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,07/09/19,1522,2,958,99
SKU-0000218,Forno-Micro-Ondas,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Andr� Pereira,1002,09/09/19,418,9,263,91
SKU-0000220,Grill,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Andr� Pereira,1002,10/09/19,431,88,272,8
SKU-0000221,Grill,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Andr� Pereira,1002,11/09/19,457,84,288,44
SKU-0000321,Geladeira Duplex,Eletrodomestico,Dom�stico,Consul,AL1312,Macei�,Alagoas,Pablo Silva,1202,12/09/19,1532,82,965,68
SKU-0000223,Grill,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Andr� Pereira,1002,12/09/19,141,6,89,21
SKU-0000125,Secadora Vapor,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,12/09/19,326,86,205,92
SKU-0000224,Grill,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Andr� Pereira,1002,13/09/19,224,2,141,25
SKU-0000130,Secadora Vapor,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,13/09/19,1416,892,8,
SKU-0000226,Forno-Micro-Ondas,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Andr� Pereira,1002,14/09/19,536,9,338,25
SKU-0000135,Secadora Vapor,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,14/09/19,1439,6,906,95
SKU-0000227,Forno-Micro-Ondas,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Andr� Pereira,1002,15/09/19,444,86,280,26
SKU-0000336,Geladeira Duplex,Eletrodomestico,Dom�stico,Consul,AL1312,Macei�,Alagoas,Pablo Silva,1202,15/09/19,1532,82,965,68
SKU-0000145,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,16/09/19,1416,892,8,
SKU-0000343,Geladeira Duplex,Eletrodomestico,Dom�stico,Consul,AL1312,Macei�,Alagoas,Pablo Silva,1202,16/09/19,1532,82,965,68
SKU-0000234,Micro-Ondas,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Andr� Pereira,1002,16/09/19,407,1,256,47
SKU-0000346,Geladeira Duplex,Eletrodomestico,Dom�stico,Consul,AL1312,Macei�,Alagoas,Pablo Silva,1202,17/09/19,1532,82,965,68
SKU-0000165,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,18/09/19,897,98,565,73
SKU-0000347,Geladeira Duplex,Eletrodomestico,Dom�stico,Consul,AL1312,Macei�,Alagoas,Pablo Silva,1202,18/09/19,1532,82,965,68
SKU-0000167,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,19/09/19,1849,6,1164,91
SKU-0000184,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,20/09/19,1863,22,1173,83
SKU-0000189,Geladeira Duplex,Eletrodomestico,Dom�stico,Brastemp,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,21/09/19,2240,82,1411,72
SKU-0000380,Micro-Ondas,Eletrodomestico,Dom�stico,Consul,AL1312,Macei�,Alagoas,Pablo Silva,1202,23/09/19,536,9,338,25
SKU-0000387,Micro-Ondas,Eletrodomestico,Dom�stico,Consul,AL1312,Macei�,Alagoas,Pablo Silva,1202,24/09/19,536,9,338,25
SKU-0000390,Micro-Ondas,Eletrodomestico,Dom�stico,Consul,AL1312,Macei�,Alagoas,Pablo Silva,1202,25/09/19,536,9,338,25
SKU-0000297,Geladeira Duplex,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Andr� Pereira,1002,26/09/19,1532,82,965,68
SKU-0000391,Micro-Ondas,Eletrodomestico,Dom�stico,Consul,AL1312,Macei�,Alagoas,Pablo Silva,1202,26/09/19,536,9,338,25
SKU-0000233,Micro-Ondas,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,26/09/19,798,86,503,28
SKU-0000298,Geladeira Duplex,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Andr� Pereira,1002,27/09/19,1532,82,965,68
SKU-0000238,Micro-Ondas,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,27/09/19,667,88,420,76
SKU-0000076,Micro-Ondas,Eletrodomestico,Dom�stico,Panasonic,BA7783,Salvador,Bahia,Rodrigo Fagundes,1005,31/12/19,407,1,256,47
SKU-0000239,Micro-Ondas,Eletrodomestico,Dom�stico,Consul,R1296,Recife,Pernambuco,Artur Moreira,1004,31/12/19,800,44,504,28
SKU-0000055,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1203,01/11/14,999,629,37,
SKU-0000055,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1203,01/11/14,999,629,37,
SKU-0000046,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Aline Sutter,1201,01/11/14,1345,87,847,9
SKU-0000046,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Aline Sutter,1201,01/11/14,1345,87,847,9
SKU-0000121,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Artur Moreira,1202,14/11/14,445,280,35,
SKU-0000121,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Artur Moreira,1202,14/11/14,445,280,35,
SKU-0000046,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Josias Silva,1203,19/11/14,1345,87,847,9
SKU-0000055,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Mateus Gon�alves,1205,20/11/14,999,629,37,
SKU-0000121,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Artur Moreira,1202,25/11/14,445,280,35,
SKU-0000271,Impressora Deskjet,Eletronicos,Dom�stico,Epson,R1296,Recife,Pernambuco,Artur Moreira,1202,14/12/14,456,287,28,
SKU-0000274,Impressora Deskjet,Eletronicos,Dom�stico,Epson,R1296,Recife,Pernambuco,Artur Moreira,1202,15/12/14,765,34,482,16
SKU-0000277,Impressora Deskjet,Eletronicos,Dom�stico,Epson,R1296,Recife,Pernambuco,Artur Moreira,1202,16/12/14,234,12,147,5
SKU-0000040,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Aline Sutter,1201,31/12/14,1345,87,847,9
SKU-0000040,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,AL1312,Macei�,Alagoas,F�bio Farias,1201,08/01/15,1413,16,890,29
SKU-0000040,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,AL1312,Macei�,Alagoas,F�bio Farias,1201,08/01/15,1413,16,890,29
SKU-0000041,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Aline Sutter,1009,31/01/15,1295,83,816,37
SKU-0000041,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Aline Sutter,1009,31/01/15,1295,83,816,37
SKU-0000041,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Aline Sutter,1009,08/02/15,1295,83,816,37
SKU-0000041,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Aline Sutter,1009,08/02/15,1295,83,816,37
SKU-0000042,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/03/15,1308,2,824,16
SKU-0000042,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/03/15,1308,2,824,16
SKU-0000043,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/04/15,1413,16,890,29
SKU-0000043,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/04/15,1413,16,890,29
SKU-0000043,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,JP8825,Jo�o Pessoa,Para�ba,Lucas paiva,8804,09/04/15,1413,16,890,29
SKU-0000043,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,JP8825,Jo�o Pessoa,Para�ba,Lucas paiva,8804,09/04/15,1413,16,890,29
SKU-0000044,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Andr� Pereira,1002,01/05/15,1295,83,816,37
SKU-0000044,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Andr� Pereira,1002,01/05/15,1295,83,816,37
SKU-0000044,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Carlos Burle,1002,09/05/15,1295,83,816,37
SKU-0000044,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Carlos Burle,1002,09/05/15,1295,83,816,37
SKU-0000045,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,01/06/15,1308,2,824,16
SKU-0000045,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,01/06/15,1308,2,824,16
SKU-0000045,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,09/06/15,1308,2,824,16
SKU-0000045,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,09/06/15,1308,2,824,16
SKU-0000046,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Artur Moreira,1004,01/07/15,1413,16,890,29
SKU-0000046,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Artur Moreira,1004,01/07/15,1413,16,890,29
SKU-0000046,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Artur Moreira,1004,09/07/15,1413,16,890,29
SKU-0000046,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Artur Moreira,1004,09/07/15,1413,16,890,29
SKU-0000047,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,BA7783,Salvador,Bahia,Rodrigo Fagundes,1005,01/08/15,1295,83,816,37
SKU-0000047,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,BA7783,Salvador,Bahia,Rodrigo Fagundes,1005,01/08/15,1295,83,816,37
SKU-0000047,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,JP8825,Jo�o Pessoa,Para�ba,Fernando Zambrini,8802,09/08/15,1295,83,816,37
SKU-0000047,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,JP8825,Jo�o Pessoa,Para�ba,Fernando Zambrini,8802,09/08/15,1295,83,816,37
SKU-0000047,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,JP8825,Jo�o Pessoa,Para�ba,Fernando Zambrini,8802,09/08/15,1295,83,816,37
SKU-0000048,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Josias Silva,1006,01/09/15,1308,2,824,16
SKU-0000048,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Josias Silva,1006,01/09/15,1308,2,824,16
SKU-0000048,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Josias Silva,1006,01/09/15,1308,2,824,16
SKU-0000048,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Josias Silva,1006,09/09/15,1308,2,824,16
SKU-0000048,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Josias Silva,1006,09/09/15,1308,2,824,16
SKU-0000048,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,R1296,Recife,Pernambuco,Josias Silva,1006,09/09/15,1308,2,824,16
SKU-0000049,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,JP8825,Jo�o Pessoa,Para�ba,Bruno Bezerra,8801,01/10/15,1413,16,890,29
SKU-0000049,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,JP8825,Jo�o Pessoa,Para�ba,Bruno Bezerra,8801,01/10/15,1413,16,890,29
SKU-0000049,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,JP8825,Jo�o Pessoa,Para�ba,Bruno Bezerra,8801,01/10/15,1413,16,890,29
SKU-0000049,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,JP8825,Jo�o Pessoa,Para�ba,Bruno Bezerra,8801,09/10/15,1413,16,890,29
SKU-0000049,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,JP8825,Jo�o Pessoa,Para�ba,Bruno Bezerra,8801,09/10/15,1413,16,890,29
SKU-0000049,Notebook Dell 8 GB,Eletronicos,Corporativo,Dell,JP8825,Jo�o Pessoa,Para�ba,Bruno Bezerra,8801,09/10/15,1413,16,890,29
SKU-0000050,Desktop HP 16 GB,Eletronicos,Corporativo,HP,AL1312,Macei�,Alagoas,F�bio Farias,1201,01/11/15,1295,83,816,37
SKU-0000050,Desktop HP 16 GB,Eletronicos,Corporativo,HP,AL1312,Macei�,Alagoas,F�bio Farias,1201,01/11/15,1295,83,816,37
SKU-0000050,Desktop HP 16 GB,Eletronicos,Corporativo,HP,AL1312,Macei�,Alagoas,F�bio Farias,1201,01/11/15,1295,83,816,37
SKU-0000050,Desktop HP 16 GB,Eletronicos,Corporativo,HP,AL1312,Macei�,Alagoas,F�bio Farias,1201,09/11/15,1295,83,816,37
SKU-0000050,Desktop HP 16 GB,Eletronicos,Corporativo,HP,AL1312,Macei�,Alagoas,F�bio Farias,1201,09/11/15,1295,83,816,37
SKU-0000050,Desktop HP 16 GB,Eletronicos,Corporativo,HP,AL1312,Macei�,Alagoas,F�bio Farias,1201,09/11/15,1295,83,816,37
SKU-0000051,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Aline Sutter,1009,01/12/15,945,595,35,
SKU-0000051,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Aline Sutter,1009,01/12/15,945,595,35,
SKU-0000051,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Aline Sutter,1009,01/12/15,945,595,35,
SKU-0000051,Desktop HP 16 GB,Eletronicos,Corporativo,HP,GA7751,Garanhuns,Pernambuco,Anderson Silva,7702,09/12/15,945,595,35,
SKU-0000051,Desktop HP 16 GB,Eletronicos,Corporativo,HP,GA7751,Garanhuns,Pernambuco,Anderson Silva,7702,09/12/15,945,595,35,
SKU-0000051,Desktop HP 16 GB,Eletronicos,Corporativo,HP,GA7751,Garanhuns,Pernambuco,Anderson Silva,7702,09/12/15,945,595,35,
SKU-0000052,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1006,02/01/16,1081,92,681,61
SKU-0000052,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1006,02/01/16,1081,92,681,61
SKU-0000052,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1006,02/01/16,1081,92,681,61
SKU-0000112,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,02/01/16,431,3,271,55
SKU-0000112,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,02/01/16,431,3,271,55
SKU-0000112,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,02/01/16,431,3,271,55
SKU-0000052,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1006,10/01/16,1081,92,681,61
SKU-0000052,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1006,10/01/16,1081,92,681,61
SKU-0000052,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1006,10/01/16,1081,92,681,61
SKU-0000112,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,10/01/16,431,3,271,55
SKU-0000112,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,10/01/16,431,3,271,55
SKU-0000112,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,10/01/16,431,3,271,55
SKU-0000053,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1006,02/02/16,1336,42,841,95
SKU-0000053,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1006,02/02/16,1336,42,841,95
SKU-0000113,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Andr� Pereira,1002,02/02/16,853,4,537,64
SKU-0000113,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Andr� Pereira,1002,02/02/16,853,4,537,64
SKU-0000053,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1006,10/02/16,1336,42,841,95
SKU-0000053,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1006,10/02/16,1336,42,841,95
SKU-0000113,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Carlos Burle,1002,10/02/16,853,4,537,64
SKU-0000113,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Carlos Burle,1002,10/02/16,853,4,537,64
SKU-0000054,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,01/03/16,1080,83,680,93
SKU-0000054,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,01/03/16,1080,83,680,93
SKU-0000114,Impressora Deskjet,Eletronicos,Dom�stico,HP,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/03/16,829,58,522,63
SKU-0000114,Impressora Deskjet,Eletronicos,Dom�stico,HP,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/03/16,829,58,522,63
SKU-0000054,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,09/03/16,1080,83,680,93
SKU-0000054,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Mateus Gon�alves,1003,09/03/16,1080,83,680,93
SKU-0000114,Impressora Deskjet,Eletronicos,Dom�stico,HP,GA7751,Garanhuns,Pernambuco,Ana Teixeira,7701,09/03/16,829,58,522,63
SKU-0000114,Impressora Deskjet,Eletronicos,Dom�stico,HP,GA7751,Garanhuns,Pernambuco,Ana Teixeira,7701,09/03/16,829,58,522,63
SKU-0000055,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Artur Moreira,1004,01/04/16,1081,92,681,61
SKU-0000055,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Artur Moreira,1004,01/04/16,1081,92,681,61
SKU-0000115,Impressora Deskjet,Eletronicos,Dom�stico,HP,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/04/16,709,37,446,9
SKU-0000115,Impressora Deskjet,Eletronicos,Dom�stico,HP,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/04/16,709,37,446,9
SKU-0000055,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Artur Moreira,1004,09/04/16,1081,92,681,61
SKU-0000055,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Artur Moreira,1004,09/04/16,1081,92,681,61
SKU-0000115,Impressora Deskjet,Eletronicos,Dom�stico,HP,GA7751,Garanhuns,Pernambuco,Anderson Silva,7702,09/04/16,709,37,446,9
SKU-0000115,Impressora Deskjet,Eletronicos,Dom�stico,HP,GA7751,Garanhuns,Pernambuco,Anderson Silva,7702,09/04/16,709,37,446,9
SKU-0000056,Desktop HP 16 GB,Eletronicos,Corporativo,HP,BA7783,Salvador,Bahia,Rodrigo Fagundes,1005,01/05/16,1082,99,682,28
SKU-0000056,Desktop HP 16 GB,Eletronicos,Corporativo,HP,BA7783,Salvador,Bahia,Rodrigo Fagundes,1005,01/05/16,1082,99,682,28
SKU-0000116,Impressora Deskjet,Eletronicos,Dom�stico,HP,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/05/16,853,4,537,64
SKU-0000116,Impressora Deskjet,Eletronicos,Dom�stico,HP,RG7742,Natal,Rio Grande do Norte,Maria Fernandes,1001,01/05/16,853,4,537,64
SKU-0000056,Desktop HP 16 GB,Eletronicos,Corporativo,HP,JP8825,Jo�o Pessoa,Para�ba,Fernando Zambrini,8802,09/05/16,1082,99,682,28
SKU-0000056,Desktop HP 16 GB,Eletronicos,Corporativo,HP,JP8825,Jo�o Pessoa,Para�ba,Fernando Zambrini,8802,09/05/16,1082,99,682,28
SKU-0000116,Impressora Deskjet,Eletronicos,Dom�stico,HP,GA7751,Garanhuns,Pernambuco,Carla Souza,7703,09/05/16,853,4,537,64
SKU-0000116,Impressora Deskjet,Eletronicos,Dom�stico,HP,GA7751,Garanhuns,Pernambuco,Carla Souza,7703,09/05/16,853,4,537,64
SKU-0000057,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1006,01/06/16,1063,51,670,1
SKU-0000057,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1006,01/06/16,1063,51,670,1
SKU-0000117,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Aline Sutter,1009,01/06/16,709,37,446,9
SKU-0000117,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Aline Sutter,1009,01/06/16,709,37,446,9
SKU-0000057,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1006,09/06/16,1063,51,670,1
SKU-0000057,Desktop HP 16 GB,Eletronicos,Corporativo,HP,R1296,Recife,Pernambuco,Josias Silva,1006,09/06/16,1063,51,670,1
SKU-0000117,Impressora Deskjet,Eletronicos,Dom�stico,HP,GA7751,Garanhuns,Pernambuco,Ana Teixeira,7701,09/06/16,709,37,446,9
SKU-0000117,Impressora Deskjet,Eletronicos,Dom�stico,HP,GA7751,Garanhuns,Pernambuco,Ana Teixeira,7701,09/06/16,709,37,446,9
SKU-0000058,Desktop HP 16 GB,Eletronicos,Corporativo,HP,JP8825,Jo�o Pessoa,Para�ba,Bruno Bezerra,8801,01/07/16,1085,17,683,65
SKU-0000058,Desktop HP 16 GB,Eletronicos,Corporativo,HP,JP8825,Jo�o Pessoa,Para�ba,Bruno Bezerra,8801,01/07/16,1085,17,683,65
SKU-0000118,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Josias Silva,1006,01/07/16,709,37,446,9
SKU-0000118,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Josias Silva,1006,01/07/16,709,37,446,9
SKU-0000058,Desktop HP 16 GB,Eletronicos,Corporativo,HP,JP8825,Jo�o Pessoa,Para�ba,Bruno Bezerra,8801,09/07/16,1085,17,683,65
SKU-0000058,Desktop HP 16 GB,Eletronicos,Corporativo,HP,JP8825,Jo�o Pessoa,Para�ba,Bruno Bezerra,8801,09/07/16,1085,17,683,65
SKU-0000118,Impressora Deskjet,Eletronicos,Dom�stico,HP,R1296,Recife,Pernambuco,Josias Silva,1006,09/07/16,709,37,446,9
